Time,ObjectName,PositionX,PositionZ
22,18589,isOnTerrain_1,1,30022,1,706853
23,19285,isOnTerrain_1,1,659333,1,909996
24,22016,isOnTerrain_1,1,654118,1,912633
25,24776,isOnTerrain_1,1,654101,1,912617
26,24977,isOnTerrain_1,1,654101,1,912617
26,24977,isOnTerrain_2,1,584746,1,79251
27,25263,isOnTerrain_1,1,654101,1,912617
27,25263,isOnTerrain_2,1,582302,1,800881
28,25504,isOnTerrain_1,1,654101,1,912617
28,25504,isOnTerrain_2,1,582302,1,800881
29,25868,isOnTerrain_1,1,654101,1,912617
29,25868,isOnTerrain_2,1,582302,1,800881
30,26431,isOnTerrain_1,1,654101,1,912617
30,26431,isOnTerrain_2,1,582302,1,800881
31,26866,isOnTerrain_1,1,654101,1,912617
31,26866,isOnTerrain_2,1,582302,1,800881
32,27124,isOnTerrain_1,1,654101,1,912617
32,27124,isOnTerrain_2,1,582302,1,800881
33,28479,isOnTerrain_1,1,654132,1,912304
33,28479,isOnTerrain_2,1,582303,1,800997
34,29041,isOnTerrain_1,1,654111,1,912259
34,29041,isOnTerrain_2,1,582397,1,801067
35,30239,isOnTerrain_1,1,654111,1,912259
35,30239,isOnTerrain_2,1,582397,1,801067
36,30456,isOnTerrain_1,1,654111,1,912259
36,30456,isOnTerrain_2,1,582397,1,801067
37,30626,isOnTerrain_1,1,647887,1,952498
37,30626,isOnTerrain_2,1,582397,1,801067
38,31165,isOnTerrain_1,1,635487,1,976322
38,31165,isOnTerrain_2,1,582397,1,801067
39,32615,isOnTerrain_1,1,635108,1,970875
39,32615,isOnTerrain_2,1,582397,1,801067
40,34544,isOnTerrain_1,1,635108,1,970875
40,34544,isOnTerrain_2,1,590671,1,830333
41,34695,isOnTerrain_1,1,635108,1,970875
41,34695,isOnTerrain_2,1,595489,1,845104
42,35242,isOnTerrain_1,1,635108,1,970875
42,35242,isOnTerrain_2,1,600253,1,838385
43,35472,isOnTerrain_1,1,635108,1,970875
43,35472,isOnTerrain_2,1,6002,1,838248
44,35837,isOnTerrain_1,1,635108,1,970875
44,35837,isOnTerrain_2,1,599837,1,837955
45,36153,isOnTerrain_1,1,635108,1,970875
45,36153,isOnTerrain_2,1,599837,1,837955
46,36528,isOnTerrain_1,1,631363,1,964476
46,36528,isOnTerrain_2,1,599837,1,837955
47,36655,isOnTerrain_1,1,632123,1,978117
47,36655,isOnTerrain_2,1,599837,1,837955
48,36884,isOnTerrain_1,1,636805,1,979432
48,36884,isOnTerrain_2,1,599837,1,837955
49,38301,isOnTerrain_1,1,636642,1,980068
49,38301,isOnTerrain_2,1,599837,1,837955
50,38475,isOnTerrain_1,1,636263,1,980696
50,38475,isOnTerrain_2,1,599837,1,837955
51,38919,isOnTerrain_1,1,635889,1,980617
51,38919,isOnTerrain_2,1,599837,1,837955
52,40358,isOnTerrain_1,1,633164,1,983914
52,40358,isOnTerrain_2,1,599837,1,837955
53,42959,isOnTerrain_1,1,63334,1,983394
53,42959,isOnTerrain_2,1,599837,1,837955
54,43023,isOnTerrain_1,1,63334,1,983394
54,43023,isOnTerrain_2,1,599837,1,837955
55,43538,isOnTerrain_1,1,63334,1,983394
55,43538,isOnTerrain_2,1,599836,1,837953
56,45272,isOnTerrain_1,1,63334,1,983394
56,45272,isOnTerrain_2,1,599844,1,837071
57,45773,isOnTerrain_1,1,63334,1,983394
57,45773,isOnTerrain_2,1,599609,1,836967
58,4592,isOnTerrain_1,1,63334,1,983394
58,4592,isOnTerrain_2,1,63316,1,852483
59,46523,isOnTerrain_1,1,63334,1,983394
59,46523,isOnTerrain_2,1,666491,1,866488
60,46675,isOnTerrain_1,1,63334,1,983394
60,46675,isOnTerrain_2,1,684102,1,877293
61,46901,isOnTerrain_1,1,63334,1,983394
61,46901,isOnTerrain_2,1,684029,1,879765
62,47954,isOnTerrain_1,1,63334,1,983394
62,47954,isOnTerrain_2,1,684029,1,879765
63,49628,isOnTerrain_1,1,63334,1,983394
63,49628,isOnTerrain_2,1,684029,1,879765
64,50287,isOnTerrain_1,1,63334,1,983394
64,50287,isOnTerrain_2,1,684029,1,879765
65,50723,isOnTerrain_1,1,63334,1,983394
65,50723,isOnTerrain_2,1,684029,1,879765
66,51035,isOnTerrain_1,1,63334,1,983394
66,51035,isOnTerrain_2,1,684029,1,879765
67,51408,isOnTerrain_1,1,63334,1,983394
67,51408,isOnTerrain_2,1,684029,1,879765
68,51564,isOnTerrain_1,1,63334,1,983394
68,51564,isOnTerrain_2,1,684029,1,879765
69,51808,isOnTerrain_1,1,63334,1,983394
69,51808,isOnTerrain_2,1,684029,1,879765
70,52094,isOnTerrain_1,1,63334,1,983394
70,52094,isOnTerrain_2,1,684029,1,879765
71,53728,isOnTerrain_1,1,63334,1,983394
71,53728,isOnTerrain_2,1,684029,1,879765
72,56345,isOnTerrain_1,1,63334,1,983394
72,56345,isOnTerrain_2,1,684029,1,879765
73,56774,isOnTerrain_1,1,63334,1,983394
73,56774,isOnTerrain_2,1,684029,1,879765
74,57465,isOnTerrain_1,1,63334,1,983394
74,57465,isOnTerrain_2,1,684029,1,879765
75,58781,isOnTerrain_1,1,63334,1,983394
75,58781,isOnTerrain_2,1,684029,1,879765
76,59234,isOnTerrain_1,1,63334,1,983394
76,59234,isOnTerrain_2,1,684029,1,879765
77,60458,isOnTerrain_1,1,63334,1,983394
77,60458,isOnTerrain_2,1,684029,1,879765
78,6237,isOnTerrain_1,1,63334,1,983394
78,6237,isOnTerrain_2,1,684029,1,879765
79,62798,isOnTerrain_1,1,63334,1,983394
79,62798,isOnTerrain_2,1,684029,1,879765
80,63203,isOnTerrain_1,1,63334,1,983394
80,63203,isOnTerrain_2,1,684029,1,879765
81,63589,isOnTerrain_1,1,63334,1,983394
81,63589,isOnTerrain_2,1,684029,1,879765
82,63873,isOnTerrain_1,1,63334,1,983394
82,63873,isOnTerrain_2,1,684029,1,879765
83,644,isOnTerrain_1,1,63334,1,983394
83,644,isOnTerrain_2,1,684029,1,879765
84,65731,isOnTerrain_1,1,63334,1,983394
84,65731,isOnTerrain_2,1,684029,1,879765
85,65775,isOnTerrain_1,1,63334,1,983394
85,65775,isOnTerrain_2,1,684029,1,879765
86,67014,isOnTerrain_1,1,63334,1,983394
86,67014,isOnTerrain_2,1,684029,1,879765
87,67488,isOnTerrain_1,1,63334,1,983394
87,67488,isOnTerrain_2,1,684029,1,879765
88,68572,isOnTerrain_1,1,63334,1,983394
88,68572,isOnTerrain_2,1,684029,1,879765
89,70702,isOnTerrain_1,1,63334,1,983394
89,70702,isOnTerrain_2,1,684029,1,879765
90,71204,isOnTerrain_1,1,63334,1,983394
90,71204,isOnTerrain_2,1,684029,1,879765
91,71628,isOnTerrain_1,1,63334,1,983394
91,71628,isOnTerrain_2,1,684029,1,879765
92,71849,isOnTerrain_1,1,63334,1,983394
92,71849,isOnTerrain_2,1,684029,1,879765
93,72095,isOnTerrain_1,1,63334,1,983394
93,72095,isOnTerrain_2,1,684029,1,879765
94,72388,isOnTerrain_1,1,63334,1,983394
94,72388,isOnTerrain_2,1,684029,1,879765
95,72504,isOnTerrain_1,1,63334,1,983394
95,72504,isOnTerrain_2,1,684029,1,879765
96,73089,isOnTerrain_1,1,63334,1,983394
96,73089,isOnTerrain_2,1,684029,1,879765
97,74398,isOnTerrain_1,1,63334,1